epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,285.407,1.04521,1.10963,0.95597,0.76857,0.64865,0.74464,0.44202,1.32752,1.12593,1.05141,0.00164558,0.00164558,0.00164558
181,286.739,1.10201,1.02465,0.91695,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.0016436,0.0016436,0.0016436
182,288.134,0.97129,1.03539,0.94731,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00164162,0.00164162,0.00164162
183,289.426,0.97279,1.05753,0.93653,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00163964,0.00163964,0.00163964
184,291.148,0.95556,1.17576,0.94181,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00163766,0.00163766,0.00163766
185,293.91,1.05981,1.06859,0.96015,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00163568,0.00163568,0.00163568
186,295.709,0.97674,0.99379,0.89659,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.0016337,0.0016337,0.0016337
187,297.034,0.97547,1.09304,0.9566,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00163172,0.00163172,0.00163172
188,298.569,0.96078,1.34278,0.92408,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00162974,0.00162974,0.00162974
189,299.887,1.01835,1.36393,0.96948,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00162776,0.00162776,0.00162776
190,301.189,1.0218,1.04789,0.91264,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.00162578,0.00162578,0.00162578
191,302.545,1.05923,1.09017,0.92169,0.79253,0.61947,0.75087,0.4343,1.326,1.17816,1.05069,0.0016238,0.0016238,0.0016238
192,303.965,1.08223,1.08449,0.94407,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00162182,0.00162182,0.00162182
193,305.399,0.95048,1.13859,0.958,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00161984,0.00161984,0.00161984
194,307.329,1.00051,1.07803,0.97357,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00161786,0.00161786,0.00161786
195,309.361,0.90217,0.94642,0.87821,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00161588,0.00161588,0.00161588
196,310.806,0.97655,1.01815,0.91962,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.0016139,0.0016139,0.0016139
197,312.14,1.03226,1.0046,0.93801,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00161192,0.00161192,0.00161192
198,313.532,1.041,1.04999,0.92343,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00160994,0.00160994,0.00160994
199,315.047,0.94759,1.00726,0.90973,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00160796,0.00160796,0.00160796
200,316.373,1.03283,1.23503,0.94288,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.00160598,0.00160598,0.00160598
201,317.711,1.00977,1.11488,0.94483,0.76169,0.63514,0.76576,0.45377,1.25913,1.09108,1.01638,0.001604,0.001604,0.001604
202,319.146,0.93663,1.08801,0.91301,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00160202,0.00160202,0.00160202
203,320.915,0.99438,1.00961,0.92888,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00160004,0.00160004,0.00160004
204,323.117,0.96424,1.07918,0.91424,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00159806,0.00159806,0.00159806
205,324.821,1.03336,0.9616,0.92452,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00159608,0.00159608,0.00159608
206,326.125,0.99287,1.08817,0.9166,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.0015941,0.0015941,0.0015941
207,327.456,1.12225,1.0676,0.96797,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00159212,0.00159212,0.00159212
208,328.826,0.94364,1.27524,0.90465,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00159014,0.00159014,0.00159014
209,330.147,1.02529,1.05885,0.93603,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00158816,0.00158816,0.00158816
210,331.65,0.97932,0.92641,0.88221,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00158618,0.00158618,0.00158618
211,333.027,0.9727,1.1806,0.98223,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.0015842,0.0015842,0.0015842
212,334.428,0.90486,1.47532,0.92338,0.77873,0.7027,0.8152,0.45618,1.2553,1.04318,1.01821,0.00158222,0.00158222,0.00158222
213,336.464,0.92582,1.05483,0.92528,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00158024,0.00158024,0.00158024
214,338.488,0.96454,0.95794,0.9065,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00157826,0.00157826,0.00157826
215,339.882,1.02146,0.99691,0.91235,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00157628,0.00157628,0.00157628
216,341.174,0.82672,1.6864,0.9361,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.0015743,0.0015743,0.0015743
217,342.65,0.88985,1.24477,0.92911,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00157232,0.00157232,0.00157232
218,343.922,0.95006,0.96829,0.90975,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00157034,0.00157034,0.00157034
219,345.22,0.93214,1.21302,0.93522,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00156836,0.00156836,0.00156836
220,346.751,1.0562,0.99095,0.92845,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00156638,0.00156638,0.00156638
221,348.034,1.02783,1.22195,0.97613,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.0015644,0.0015644,0.0015644
222,349.737,1.09811,1.16468,0.94703,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00156242,0.00156242,0.00156242
223,351.821,1.00362,1.03548,0.94928,0.76263,0.69472,0.79993,0.44926,1.23806,1.05847,1.00464,0.00156044,0.00156044,0.00156044
224,353.638,0.98505,0.93921,0.91012,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00155846,0.00155846,0.00155846
225,354.986,1.00777,0.98263,0.94322,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00155648,0.00155648,0.00155648
226,356.309,0.9714,0.94762,0.90986,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.0015545,0.0015545,0.0015545
227,357.584,0.97434,1.01106,0.9202,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00155252,0.00155252,0.00155252
228,358.897,1.0107,0.94491,0.94794,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00155054,0.00155054,0.00155054
229,360.282,0.9723,1.04352,0.9152,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00154856,0.00154856,0.00154856
230,361.757,1.01056,0.9622,0.90802,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00154658,0.00154658,0.00154658
231,363.041,0.87842,1.20924,0.95864,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.0015446,0.0015446,0.0015446
232,364.862,0.85793,1.22366,0.9528,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00154262,0.00154262,0.00154262
233,366.982,1.00222,0.99038,0.92611,0.72834,0.72464,0.79049,0.43113,1.26414,1.02777,1.01546,0.00154064,0.00154064,0.00154064
234,368.67,0.89704,0.99371,0.90042,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00153866,0.00153866,0.00153866
235,370.005,0.997,0.92088,0.91127,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00153668,0.00153668,0.00153668
236,371.267,1.01142,1.17286,0.95799,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.0015347,0.0015347,0.0015347
237,372.763,0.97618,1.02119,0.91336,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00153272,0.00153272,0.00153272
238,374.232,0.84536,1.20852,0.90498,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00153074,0.00153074,0.00153074
239,376.14,0.94586,1.05202,0.90804,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00152876,0.00152876,0.00152876
240,377.418,0.99235,0.96459,0.9107,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00152678,0.00152678,0.00152678
241,379.235,0.9918,0.90307,0.8746,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.0015248,0.0015248,0.0015248
242,381.433,0.93554,0.98916,0.9032,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00152282,0.00152282,0.00152282
243,383.172,0.98173,1.2013,0.9864,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00152084,0.00152084,0.00152084
244,384.48,1.00807,0.89775,0.88357,0.79814,0.69467,0.79018,0.42531,1.2856,1.08358,1.02588,0.00151886,0.00151886,0.00151886
245,385.799,0.97783,0.92667,0.89391,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00151688,0.00151688,0.00151688
246,387.078,0.97247,0.97354,0.94903,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.0015149,0.0015149,0.0015149
247,388.411,0.92718,0.89685,0.90973,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00151292,0.00151292,0.00151292
248,389.708,0.93099,0.86912,0.85745,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00151094,0.00151094,0.00151094
249,390.988,0.88518,0.89828,0.86953,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00150896,0.00150896,0.00150896
250,392.316,0.93908,1.01944,0.92468,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00150698,0.00150698,0.00150698
251,394.56,0.91714,1.00649,0.8829,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.001505,0.001505,0.001505
252,396.467,1.0315,1.09083,0.9878,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00150302,0.00150302,0.00150302
253,397.922,0.97975,1.17188,0.96252,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00150104,0.00150104,0.00150104
254,399.289,0.9903,0.84278,0.89986,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00149906,0.00149906,0.00149906
255,400.631,0.94214,0.85774,0.91088,0.81295,0.68919,0.81347,0.46707,1.28379,0.94709,1.01581,0.00149708,0.00149708,0.00149708
256,401.996,1.03119,0.94106,0.90704,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.0014951,0.0014951,0.0014951
257,403.346,0.86244,0.98934,0.91166,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00149312,0.00149312,0.00149312
258,404.686,0.82021,1.031,0.89585,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00149114,0.00149114,0.00149114
259,405.998,0.84324,0.9814,0.91745,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00148916,0.00148916,0.00148916
260,407.633,0.93557,0.85389,0.91201,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00148718,0.00148718,0.00148718
261,409.804,0.9159,0.82909,0.88281,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.0014852,0.0014852,0.0014852
262,411.855,0.8784,1.13923,0.90855,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00148322,0.00148322,0.00148322
263,413.133,0.86743,1.14961,0.90534,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00148124,0.00148124,0.00148124
264,414.465,0.91296,0.88169,0.87773,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00147926,0.00147926,0.00147926
265,415.84,0.92783,0.92544,0.90669,0.83718,0.69488,0.82328,0.4924,1.21718,0.95052,1.00703,0.00147728,0.00147728,0.00147728
266,417.217,0.88794,0.93246,0.90793,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.0014753,0.0014753,0.0014753
267,418.603,0.97313,0.87168,0.91116,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00147332,0.00147332,0.00147332
268,419.894,0.90082,0.90435,0.88499,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00147134,0.00147134,0.00147134
269,421.255,0.82982,0.94095,0.87022,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00146936,0.00146936,0.00146936
270,423.275,0.91728,0.9005,0.8676,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00146738,0.00146738,0.00146738
271,425.259,0.93604,0.85597,0.87698,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.0014654,0.0014654,0.0014654
272,426.739,0.89598,0.87426,0.8879,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00146342,0.00146342,0.00146342
273,428.278,0.90881,0.91384,0.88511,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00146144,0.00146144,0.00146144
274,429.646,0.92967,0.91146,0.90604,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00145946,0.00145946,0.00145946
275,430.975,0.95596,0.86328,0.89477,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.00145748,0.00145748,0.00145748
276,432.366,0.91605,1.04651,0.9326,0.82784,0.64865,0.80307,0.48336,1.21438,0.93545,1.00469,0.0014555,0.0014555,0.0014555
277,433.672,0.87475,0.89532,0.89378,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00145352,0.00145352,0.00145352
278,434.987,0.89557,0.83114,0.89398,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00145154,0.00145154,0.00145154
279,436.738,0.8454,0.85958,0.87688,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00144956,0.00144956,0.00144956
280,438.704,0.8852,0.94708,0.89652,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00144758,0.00144758,0.00144758
281,440.598,0.93907,0.85914,0.89258,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.0014456,0.0014456,0.0014456
282,442.187,0.87148,0.9099,0.87618,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00144362,0.00144362,0.00144362
283,443.555,0.80594,1.22043,0.92485,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00144164,0.00144164,0.00144164
284,444.808,0.87283,0.92358,0.90357,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00143966,0.00143966,0.00143966
285,446.143,0.88312,0.88552,0.87287,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00143768,0.00143768,0.00143768
286,447.443,0.89168,0.92825,0.92371,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.0014357,0.0014357,0.0014357
287,448.822,0.94656,0.86932,0.88698,0.83802,0.69918,0.80388,0.4555,1.28577,0.99108,1.02662,0.00143372,0.00143372,0.00143372
288,450.173,0.86228,1.26665,0.91218,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00143174,0.00143174,0.00143174
289,452.223,0.78503,1.02091,0.88308,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00142976,0.00142976,0.00142976
290,454.286,0.88889,0.94885,0.91607,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00142778,0.00142778,0.00142778
291,455.779,0.79219,1.16622,0.90918,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.0014258,0.0014258,0.0014258
292,457.342,0.9488,0.92873,0.9072,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00142382,0.00142382,0.00142382
293,458.645,0.86944,0.85874,0.85419,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00142184,0.00142184,0.00142184
294,459.943,0.90286,1.10072,0.94442,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00141986,0.00141986,0.00141986
295,461.321,0.88238,0.8742,0.8921,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00141788,0.00141788,0.00141788
296,462.575,0.84771,1.11732,0.95854,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.0014159,0.0014159,0.0014159
297,464.066,0.84,0.76319,0.88023,0.80481,0.72973,0.81998,0.45665,1.25286,0.91902,1.00593,0.00141392,0.00141392,0.00141392
298,465.91,0.81946,1.12174,0.89925,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00141194,0.00141194,0.00141194
299,467.857,0.96455,0.9205,0.90536,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00140996,0.00140996,0.00140996
300,469.624,0.90138,0.82998,0.9066,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00140798,0.00140798,0.00140798
301,470.972,0.88203,0.83884,0.89297,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.001406,0.001406,0.001406
302,472.316,0.8686,0.77129,0.87939,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00140402,0.00140402,0.00140402
303,473.876,0.91849,0.8132,0.88887,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00140204,0.00140204,0.00140204
304,475.226,0.82713,1.14373,0.91272,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00140006,0.00140006,0.00140006
305,476.533,0.8217,0.9832,0.88935,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00139808,0.00139808,0.00139808
306,477.814,0.85596,1.05743,0.86977,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.0013961,0.0013961,0.0013961
307,479.241,0.92161,0.95906,0.92089,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00139412,0.00139412,0.00139412
308,481.417,0.83931,0.8778,0.87332,0.80774,0.73813,0.83796,0.49032,1.22984,0.91152,0.98919,0.00139214,0.00139214,0.00139214
309,483.388,0.88916,0.79494,0.86309,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00139016,0.00139016,0.00139016
310,484.719,0.84461,0.96834,0.90198,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00138818,0.00138818,0.00138818
311,486.029,0.84625,0.88368,0.91494,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.0013862,0.0013862,0.0013862
312,487.386,0.87934,0.83514,0.89978,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00138422,0.00138422,0.00138422
313,488.65,0.87325,0.92464,0.92169,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00138224,0.00138224,0.00138224
314,490.101,0.88198,0.87669,0.90327,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00138026,0.00138026,0.00138026
315,491.401,0.89796,0.78402,0.86057,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00137828,0.00137828,0.00137828
316,492.734,0.89214,0.83062,0.88312,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.0013763,0.0013763,0.0013763
317,494.312,0.8063,0.77441,0.86142,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00137432,0.00137432,0.00137432
318,496.255,0.78136,1.08226,0.88693,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00137234,0.00137234,0.00137234
319,498.199,0.81347,0.7883,0.86831,0.82142,0.67568,0.81252,0.47167,1.25862,0.89355,1.00313,0.00137036,0.00137036,0.00137036
320,499.551,0.91126,0.87027,0.9196,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00136838,0.00136838,0.00136838
321,500.893,0.82691,0.80941,0.86591,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.0013664,0.0013664,0.0013664
322,502.198,0.86976,0.80162,0.86627,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00136442,0.00136442,0.00136442
323,503.715,0.89114,0.82835,0.89644,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00136244,0.00136244,0.00136244
324,505.109,0.86776,0.92788,0.89065,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00136046,0.00136046,0.00136046
325,506.642,0.92079,0.95941,0.92578,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00135848,0.00135848,0.00135848
326,508.127,0.80477,0.92019,0.85774,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.0013565,0.0013565,0.0013565
327,510.037,0.87826,0.81978,0.87174,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00135452,0.00135452,0.00135452
328,512.024,0.90754,0.85535,0.91199,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00135254,0.00135254,0.00135254
329,513.941,0.86343,0.86158,0.89191,0.76003,0.78378,0.84326,0.47869,1.26118,0.87204,1.01155,0.00135056,0.00135056,0.00135056
330,515.697,0.99509,0.87843,0.89319,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00134858,0.00134858,0.00134858
331,516.992,0.87897,0.76116,0.84991,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.0013466,0.0013466,0.0013466
332,518.32,0.94773,0.82774,0.89184,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00134462,0.00134462,0.00134462
333,519.572,0.92798,0.99529,0.93229,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00134264,0.00134264,0.00134264
334,520.879,0.83314,0.80094,0.87312,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00134066,0.00134066,0.00134066
335,522.218,0.85441,0.8007,0.88173,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00133868,0.00133868,0.00133868
336,524.186,0.90515,0.7957,0.8955,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.0013367,0.0013367,0.0013367
337,526.292,0.93759,0.79956,0.8772,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00133472,0.00133472,0.00133472
338,527.937,0.84823,0.81909,0.87986,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00133274,0.00133274,0.00133274
339,529.197,0.93566,0.86084,0.91412,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00133076,0.00133076,0.00133076
340,530.587,0.88109,0.79998,0.89189,0.74083,0.69536,0.77566,0.45797,1.23274,0.86967,0.98831,0.00132878,0.00132878,0.00132878
341,531.9,0.87738,0.82542,0.89002,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.0013268,0.0013268,0.0013268
342,533.262,0.85514,0.87534,0.88847,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00132482,0.00132482,0.00132482
343,534.53,0.84974,0.76975,0.86929,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00132284,0.00132284,0.00132284
344,535.878,0.83083,0.84198,0.89111,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00132086,0.00132086,0.00132086
345,537.194,0.83651,1.37863,0.90926,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00131888,0.00131888,0.00131888
346,539.559,0.77504,1.29904,0.90791,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.0013169,0.0013169,0.0013169
347,541.445,0.85051,0.82263,0.88881,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00131492,0.00131492,0.00131492
348,542.906,0.91997,0.8805,0.88007,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00131294,0.00131294,0.00131294
349,544.237,0.86875,0.75823,0.89375,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00131096,0.00131096,0.00131096
350,545.615,0.89743,0.78302,0.88787,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.00130898,0.00130898,0.00130898
351,546.922,0.76517,1.00371,0.87866,0.80333,0.71761,0.82082,0.48741,1.22023,0.84178,0.9859,0.001307,0.001307,0.001307
352,548.257,0.85605,0.81161,0.89909,0.81726,0.72525,0.83181,0.486,1.22736,0.85635,0.99827,0.00130502,0.00130502,0.00130502
353,549.593,0.86285,0.77857,0.88043,0.81726,0.72525,0.83181,0.486,1.22736,0.85635,0.99827,0.00130304,0.00130304,0.00130304
354,550.881,0.75951,0.84312,0.86612,0.81726,0.72525,0.83181,0.486,1.22736,0.85635,0.99827,0.00130106,0.00130106,0.00130106
355,552.52,0.82897,0.76958,0.88314,0.81726,0.72525,0.83181,0.486,1.22736,0.85635,0.99827,0.00129908,0.00129908,0.00129908
356,554.602,0.87407,0.87194,0.91783,0.81726,0.72525,0.83181,0.486,1.22736,0.85635,0.99827,0.0012971,0.0012971,0.0012971
